,location,total_sqft,bath,price,bhk
1524,Electronic City,1060.0,2.0,58.0,2
1525,Electronic City,1025.0,2.0,54.1,2
1526,Electronic City,1500.0,2.0,78.0,3
1527,Electronic City,1575.0,3.0,90.0,3
1528,Electronic City,435.0,1.0,19.5,1
1529,Electronic City,1449.0,3.0,100.0,3
1530,Electronic City,1125.0,2.0,58.0,2
1531,Electronic City,1575.0,3.0,101.0,3
1532,Electronic City,1500.0,2.0,78.25,3
1533,Electronic City,1363.0,2.0,79.0,2
1534,Electronic City,1108.0,2.0,67.15,2
1535,Electronic City,1128.0,2.0,65.7,2
1536,Electronic City,1650.0,3.0,100.0,3
1537,Electronic City,1449.0,3.0,90.0,3
1538,Electronic City,1070.0,2.0,58.0,2
1539,Electronic City,1500.0,2.0,75.0,3
1540,Electronic City,630.0,1.0,47.0,1
1541,Electronic City,1073.0,2.0,60.0,2
1542,Electronic City,1500.0,2.0,78.0,3
1543,Electronic City,1296.0,2.0,65.0,2
1544,Electronic City,1140.0,2.0,70.93,2
1545,Electronic City,2093.0,4.0,104.0,4
1546,Electronic City,1025.0,2.0,53.9,2
1547,Electronic City,940.0,2.0,54.0,2
1548,Electronic City,435.0,1.0,21.0,1
1549,Electronic City,1500.0,2.0,77.5,3
1550,Electronic City,1631.0,3.0,80.0,3
1551,Electronic City,1355.0,2.0,67.0,2
1552,Electronic City,435.0,1.0,22.0,1
1553,Electronic City,770.0,1.0,39.9,2
1554,Electronic City,1128.0,2.0,64.0,2
1555,Electronic City,1070.0,2.0,53.0,2
1556,Electronic City,1571.0,3.0,83.0,3
1557,Electronic City,1350.0,3.0,66.0,3
1558,Electronic City,1652.0,3.0,110.0,3
1559,Electronic City,1128.0,2.0,65.58,2
1560,Electronic City,1355.0,2.0,97.6,2
1561,Electronic City,635.0,1.0,28.0,1
1562,Electronic City,1128.0,2.0,65.4,2
1563,Electronic City,1355.0,2.0,72.9,2
1564,Electronic City,1609.0,3.0,115.0,3
1565,Electronic City,1108.0,2.0,63.0,2
1566,Electronic City,630.0,1.0,40.5,1
1567,Electronic City,605.0,1.0,22.0,1
1568,Electronic City,1360.0,2.0,70.0,3
1569,Electronic City,635.0,1.0,28.0,1
1570,Electronic City,1128.0,2.0,65.45,2
1571,Electronic City,630.0,1.0,46.0,1
1572,Electronic City,630.0,1.0,33.7,1
1573,Electronic City,1400.0,3.0,90.0,3
1574,Electronic City,1287.0,3.0,55.0,3
1575,Electronic City,1258.0,2.0,85.5,2
1576,Electronic City,1386.0,2.0,85.0,2
1577,Electronic City,550.0,1.0,27.0,1
1578,Electronic City,1070.0,2.0,55.0,2
1579,Electronic City,1342.0,2.0,72.0,2
1580,Electronic City,1275.0,3.0,70.0,3
1581,Electronic City,770.0,1.0,38.0,2
1582,Electronic City,1644.0,3.0,92.59,3
1583,Electronic City,1250.0,2.0,62.0,2
1584,Electronic City,418.0,1.0,12.0,1
1585,Electronic City,1128.0,2.0,64.8,2
1586,Electronic City,1060.0,2.0,55.0,2
1587,Electronic City,710.0,1.0,40.42,1
1588,Electronic City,1275.0,3.0,63.43,3
1589,Electronic City,1518.0,3.0,75.0,3
1590,Electronic City,1090.0,2.0,31.48,1
1591,Electronic City,1060.0,2.0,55.0,2
1592,Electronic City,1353.0,2.0,75.0,2
1593,Electronic City,1128.0,2.0,67.0,2
1594,Electronic City,1070.0,2.0,57.0,2
1595,Electronic City,1700.0,3.0,90.0,3
1596,Electronic City,750.0,1.0,35.0,1
1597,Electronic City,1070.0,2.0,60.0,2
1598,Electronic City,1615.0,3.0,97.0,3
1599,Electronic City,1221.0,2.0,68.0,2
1600,Electronic City,1500.0,3.0,73.0,3
1601,Electronic City,1342.0,2.0,90.0,2
1602,Electronic City,1128.0,2.0,63.5,2
1603,Electronic City,589.0,1.0,29.0,1
1604,Electronic City,1575.0,3.0,94.5,3
1605,Electronic City,1025.0,2.0,54.0,2
1606,Electronic City,1500.0,2.0,70.0,3
1607,Electronic City,1500.0,2.0,64.5,3
1608,Electronic City,2093.0,4.0,134.0,4
1609,Electronic City,1355.0,2.0,73.0,2
1610,Electronic City,1360.0,2.0,64.99,3
1611,Electronic City Phase II,1056.0,2.0,39.07,2
1612,Electronic City Phase II,1020.0,2.0,30.6,2
1613,Electronic City Phase II,1069.0,2.0,45.0,2
1614,Electronic City Phase II,630.0,1.0,28.35,1
1615,Electronic City Phase II,1000.0,2.0,25.0,2
1616,Electronic City Phase II,1090.0,2.0,28.34,2
1617,Electronic City Phase II,2225.0,4.0,98.88,4
1618,Electronic City Phase II,630.0,1.0,40.0,1
1619,Electronic City Phase II,2400.0,3.0,150.0,2
1620,Electronic City Phase II,775.0,2.0,38.0,2
1621,Electronic City Phase II,1266.0,2.0,59.0,2
1622,Electronic City Phase II,1000.0,2.0,28.88,2
1623,Electronic City Phase II,972.0,2.0,44.0,2
1624,Electronic City Phase II,1031.0,2.0,55.0,2
1625,Electronic City Phase II,1003.0,2.0,40.6,2
1626,Electronic City Phase II,1031.0,2.0,56.35,2
1627,Electronic City Phase II,1205.0,2.0,75.0,2
1628,Electronic City Phase II,1395.0,2.0,62.78,3
1629,Electronic City Phase II,1160.0,2.0,33.5,2
1630,Electronic City Phase II,1065.0,2.0,30.75,2
1631,Electronic City Phase II,1219.0,2.0,61.25,2
1632,Electronic City Phase II,1000.0,2.0,28.88,2
1633,Electronic City Phase II,1790.0,3.0,100.0,3
1634,Electronic City Phase II,769.0,2.0,40.0,2
1635,Electronic City Phase II,900.0,2.0,32.5,2
1636,Electronic City Phase II,1418.0,3.0,52.47,3
1637,Electronic City Phase II,1070.0,2.0,45.0,2
1638,Electronic City Phase II,1140.0,2.0,33.06,2
1639,Electronic City Phase II,1533.0,2.0,32.67,2
1640,Electronic City Phase II,1031.0,2.0,55.0,2
1641,Electronic City Phase II,1253.0,2.0,65.8,2
1642,Electronic City Phase II,1160.0,2.0,33.5,2
1643,Electronic City Phase II,6000.0,4.0,260.0,4
1644,Electronic City Phase II,1116.0,2.0,37.0,2
1645,Electronic City Phase II,1125.0,2.0,29.25,2
1646,Electronic City Phase II,1000.0,2.0,28.88,2
1647,Electronic City Phase II,1000.0,2.0,28.88,2
1648,Electronic City Phase II,1000.0,2.0,28.88,2
1649,Electronic City Phase II,1165.0,2.0,30.29,2
1650,Electronic City Phase II,1031.0,2.0,53.0,2
1651,Electronic City Phase II,1065.0,2.0,30.88,2
1652,Electronic City Phase II,1549.0,3.0,80.0,3
1653,Electronic City Phase II,1065.0,2.0,56.13,2
1654,Electronic City Phase II,920.0,2.0,26.0,2
1655,Electronic City Phase II,1140.0,2.0,33.84,2
1656,Electronic City Phase II,1219.0,2.0,61.26,2
1657,Electronic City Phase II,1252.0,2.0,65.0,3
1658,Electronic City Phase II,1125.0,2.0,32.49,2
1659,Electronic City Phase II,1286.0,2.0,69.0,2
1660,Electronic City Phase II,1140.0,2.0,32.92,2
1661,Electronic City Phase II,1116.0,2.0,40.0,2
1662,Electronic City Phase II,1150.0,3.0,46.0,3
1663,Electronic City Phase II,1192.0,2.0,47.0,3
1664,Electronic City Phase II,1020.0,2.0,32.0,2
1665,Electronic City Phase II,1900.0,3.0,97.0,4
1666,Electronic City Phase II,1020.0,2.0,27.43,2
1667,Electronic City Phase II,1025.0,2.0,26.65,2
1668,Electronic City Phase II,1020.0,2.0,29.45,2
1669,Electronic City Phase II,1000.0,2.0,28.88,2
1670,Electronic City Phase II,1140.0,2.0,28.5,2
1671,Electronic City Phase II,1125.0,2.0,32.49,2
1672,Electronic City Phase II,1200.0,2.0,34.65,2
1673,Electronic City Phase II,1160.0,2.0,52.2,2
1674,Electronic City Phase II,1244.0,2.0,55.0,2
1675,Electronic City Phase II,1160.0,2.0,33.51,2
1676,Electronic City Phase II,972.0,2.0,40.0,2
1677,Electronic City Phase II,1160.0,2.0,33.51,2
1678,Electronic City Phase II,1090.0,2.0,31.48,2
1679,Electronic City Phase II,1140.0,2.0,32.92,2
1680,Electronic City Phase II,650.0,1.0,35.0,1
1681,Electronic City Phase II,1155.0,2.0,57.0,2
1682,Electronic City Phase II,1800.0,3.0,92.0,3
1683,Electronic City Phase II,1300.0,2.0,28.0,2
1684,Electronic City Phase II,1940.0,4.0,116.0,3
1685,Electronic City Phase II,1160.0,2.0,33.5,2
1686,Electronic City Phase II,1025.0,2.0,29.6,2
1687,Electronic City Phase II,829.0,2.0,22.8,2
1688,Electronic City Phase II,1252.0,2.0,67.0,2
1689,Electronic City Phase II,1125.0,2.0,32.63,2
1690,Electronic City Phase II,1140.0,2.0,34.0,2
1691,Electronic City Phase II,1252.0,2.0,65.0,3
1692,Electronic City Phase II,1135.0,2.0,46.0,2
1693,Electronic City Phase II,1305.0,3.0,65.0,3
1694,Electronic City Phase II,1165.0,2.0,33.64,2
1695,Electronic City Phase II,1336.0,2.0,50.35,3
1696,Electronic City Phase II,575.0,1.0,16.75,1
1697,Electronic City Phase II,1065.0,2.0,30.76,2
1698,Electronic City Phase II,1065.0,2.0,30.75,2
1699,Electronic City Phase II,1140.0,2.0,33.06,2
1700,Electronic City Phase II,911.0,2.0,26.5,2
1701,Electronic City Phase II,1200.0,2.0,34.65,2
1702,Electronic City Phase II,1031.0,2.0,54.48,2
1703,Electronics City Phase 1,1475.0,3.0,78.29,3
1704,Electronics City Phase 1,1490.0,3.0,78.8,3
1705,Electronics City Phase 1,1490.0,3.0,84.0,3
1706,Electronics City Phase 1,630.0,1.0,39.0,1
1707,Electronics City Phase 1,1750.0,3.0,84.0,3
1708,Electronics City Phase 1,1015.0,2.0,56.0,2
1709,Electronics City Phase 1,1595.0,3.0,75.0,3
1710,Electronics City Phase 1,1515.0,2.0,80.91,3
1711,Electronics City Phase 1,1555.0,2.0,82.0,3
1712,Electronics City Phase 1,1340.0,2.0,75.0,2
1713,Electronics City Phase 1,1124.0,2.0,55.0,3
1714,Electronics City Phase 1,755.0,1.0,42.41,1
1715,Electronics City Phase 1,580.0,1.0,27.0,1
1716,Electronics City Phase 1,940.0,2.0,49.0,2
1717,Electronics City Phase 1,1175.0,2.0,69.0,2
1718,Electronics City Phase 1,1350.0,3.0,71.0,3
1719,Electronics City Phase 1,1190.0,2.0,68.0,2
1720,Electronics City Phase 1,1450.0,3.0,72.54,3
1721,Electronics City Phase 1,360.0,1.0,16.9,1
1722,Electronics City Phase 1,638.0,1.0,32.0,1
1723,Electronics City Phase 1,1175.0,2.0,64.98,2
1724,Electronics City Phase 1,1125.0,2.0,65.0,2
1725,Electronics City Phase 1,1550.0,2.0,82.0,3
1726,Electronics City Phase 1,1245.0,2.0,75.0,2
1727,Electronics City Phase 1,1450.0,3.0,70.0,3
1728,Electronics City Phase 1,1800.0,3.0,93.0,3
1729,Electronics City Phase 1,1170.0,2.0,62.0,2
1730,Electronics City Phase 1,1450.0,3.0,79.0,3
1731,Electronics City Phase 1,940.0,2.0,48.0,2
1732,Electronics City Phase 1,1300.0,2.0,67.0,2
1733,Electronics City Phase 1,1305.0,2.0,67.0,2
1734,Electronics City Phase 1,1175.0,2.0,60.0,2
1735,Frazer Town,1700.0,3.0,180.0,3
1736,Frazer Town,1870.0,3.0,185.0,3
1737,Frazer Town,1750.0,3.0,150.0,3
1738,Frazer Town,2000.0,3.0,200.0,3
1739,Frazer Town,3500.0,4.0,330.0,3
1740,Frazer Town,2350.0,4.0,285.0,3
1741,Frazer Town,1550.0,2.0,140.0,2
1742,Frazer Town,2560.0,3.0,265.0,3
1743,Frazer Town,2400.0,3.0,260.0,3
1744,Frazer Town,2560.0,3.0,288.0,3
1745,Frazer Town,3436.0,5.0,341.0,4
1746,Frazer Town,1315.0,2.0,140.0,2
1747,Frazer Town,1706.0,3.0,154.0,3
1748,Frazer Town,2079.0,3.0,220.0,3
1749,Frazer Town,3435.0,2.0,341.0,4
1750,Frazer Town,3436.0,5.0,345.0,4
1751,Frazer Town,3100.0,3.0,400.0,3
1752,Frazer Town,1180.0,2.0,105.0,2
1753,Frazer Town,2900.0,4.0,325.0,4
1754,Frazer Town,1870.0,3.0,180.0,3
1755,Frazer Town,896.0,1.0,100.0,1
1756,Frazer Town,1420.0,2.0,120.0,2
1757,GM Palaya,1820.0,2.0,86.0,3
1758,GM Palaya,1225.0,2.0,47.0,2
1759,GM Palaya,1140.0,2.0,48.95,2
1760,GM Palaya,1315.0,2.0,65.0,3
1761,GM Palaya,1315.0,3.0,65.0,3
1762,GM Palaya,1315.0,3.0,64.0,3
1763,GM Palaya,1735.0,3.0,70.0,3
1764,GM Palaya,1643.0,2.0,70.0,3
1765,Garudachar Palya,1325.0,2.0,60.8,3
1766,Garudachar Palya,1060.0,2.0,48.7,2
1767,Garudachar Palya,1150.0,2.0,52.75,2
1768,Garudachar Palya,1295.0,2.0,59.5,3
1769,Garudachar Palya,1320.0,2.0,60.6,3
1770,Garudachar Palya,1295.0,2.0,59.5,3
1771,Garudachar Palya,1150.0,2.0,52.8,2
1772,Garudachar Palya,1150.0,2.0,52.8,2
1773,Garudachar Palya,1060.0,2.0,48.5,2
1774,Garudachar Palya,1150.0,2.0,52.5,2
1775,Garudachar Palya,1325.0,2.0,60.8,3
1776,Garudachar Palya,1060.0,2.0,48.66,2
1777,Garudachar Palya,1150.0,2.0,52.0,2
1778,Garudachar Palya,1154.0,2.0,51.8,2
1779,Giri Nagar,2400.0,4.0,400.0,4
1780,Giri Nagar,1800.0,3.0,252.0,3
1781,Giri Nagar,1350.0,3.0,240.0,3
1782,Giri Nagar,2400.0,4.0,400.0,4
1783,Giri Nagar,3000.0,4.0,375.0,6
1784,Giri Nagar,2400.0,6.0,400.0,6
1785,Giri Nagar,4000.0,3.0,750.0,4
1786,Gollarapalya Hosahalli,861.0,2.0,34.5,2
1787,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
1788,Gollarapalya Hosahalli,861.0,2.0,34.5,2
1789,Gollarapalya Hosahalli,861.0,2.0,36.5,2
1790,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
1791,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
1792,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
1793,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
1794,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
1795,Gottigere,1100.0,2.0,40.0,2
1796,Gottigere,967.0,2.0,45.0,2
1797,Gottigere,1618.0,3.0,82.5,3
1798,Gottigere,1222.0,2.0,63.0,2
1799,Gottigere,1300.0,3.0,65.0,3
1800,Gottigere,950.0,2.0,38.0,2
1801,Gottigere,1153.0,2.0,48.5,2
1802,Gottigere,1460.0,2.0,65.0,3
1803,Gottigere,1500.0,3.0,70.0,3
1804,Gottigere,1621.0,3.0,72.0,3
1805,Gottigere,990.0,2.0,40.0,2
1806,Gottigere,1235.0,2.0,63.0,2
1807,Gottigere,1385.0,3.0,64.0,3
1808,Gottigere,1000.0,2.0,35.0,2
1809,Gottigere,1010.0,2.0,35.0,2
1810,Gottigere,1435.0,2.0,62.0,3
1811,Gottigere,945.0,2.0,45.0,2
1812,Gottigere,2500.0,3.0,120.0,4
1813,Gottigere,1230.0,2.0,52.0,3
1814,Gottigere,1120.0,2.0,50.0,2
1815,Gottigere,1500.0,3.0,63.0,3
1816,Gottigere,1200.0,2.0,40.0,2
1817,Gottigere,1280.0,2.0,61.0,2
1818,Gottigere,1205.0,2.0,56.58,2
1819,Gottigere,1170.0,2.0,40.0,2
1820,Gottigere,1613.0,3.0,72.0,3
1821,Gottigere,1110.0,2.0,36.25,2
1822,Gottigere,1245.0,2.0,59.0,2
1823,Gottigere,1200.0,2.0,50.0,2
1824,Green Glen Layout,1670.0,3.0,120.0,3
1825,Green Glen Layout,3250.0,4.0,230.0,4
1826,Green Glen Layout,1776.42,3.0,105.0,3
1827,Green Glen Layout,3250.0,4.0,230.0,4
1828,Green Glen Layout,940.0,2.0,56.8,2
1829,Green Glen Layout,1075.0,2.0,60.0,2
1830,Green Glen Layout,1715.0,3.0,115.0,3
1831,Green Glen Layout,1751.0,2.0,115.0,3
1832,Green Glen Layout,1750.0,3.0,130.0,3
1833,Green Glen Layout,1530.0,3.0,105.0,3
1834,Green Glen Layout,1752.0,3.0,105.0,3
1835,Green Glen Layout,1680.0,4.0,95.0,3
1836,Green Glen Layout,1728.0,3.0,125.0,3
1837,Green Glen Layout,1645.0,3.0,110.0,3
1838,Green Glen Layout,1517.0,3.0,100.0,3
1839,Green Glen Layout,3150.0,4.0,218.0,4
1840,Green Glen Layout,1750.0,3.0,120.0,3
1841,Green Glen Layout,1751.0,3.0,115.0,3
1842,Green Glen Layout,1750.0,3.0,105.0,3
1843,Green Glen Layout,1885.0,3.0,135.0,3
1844,Green Glen Layout,1715.0,3.0,120.0,3
1845,Green Glen Layout,1623.29,2.0,105.0,3
1846,Green Glen Layout,1715.0,3.0,115.0,3
1847,Green Glen Layout,1715.0,3.0,105.0,3
1848,Green Glen Layout,1600.0,3.0,105.0,3
1849,Green Glen Layout,1717.0,3.0,125.0,3
1850,Green Glen Layout,1250.0,2.0,75.0,2
1851,Green Glen Layout,1715.0,3.0,112.0,3
1852,Gubbalala,1470.0,2.0,82.0,3
1853,Gubbalala,1745.0,3.0,125.0,3
1854,Gubbalala,1745.0,3.0,104.0,3
1855,Gubbalala,1745.0,3.0,115.0,3
1856,Gubbalala,1745.0,3.0,110.0,3
1857,Gubbalala,2570.0,4.0,141.0,5
1858,Gubbalala,1205.0,2.0,70.0,2
1859,Gubbalala,1435.0,2.0,80.0,3
1860,Gubbalala,1475.0,2.0,80.0,2
1861,Gubbalala,1100.0,2.0,49.5,2
1862,Gubbalala,1060.0,2.0,46.0,2
1863,Gubbalala,2000.0,3.0,125.0,3
1864,Gubbalala,1285.0,2.0,90.0,2
1865,Gunjur,1140.0,2.0,43.0,2
1866,Gunjur,1356.0,2.0,66.0,3
1867,Gunjur,1600.0,3.0,75.0,3
1868,Gunjur,2000.0,3.0,95.0,4
1869,Gunjur,1140.0,2.0,49.11,2
1870,Gunjur,1195.0,2.0,44.0,2
1871,Gunjur,1190.0,2.0,40.0,2
1872,Gunjur,1457.0,2.0,60.0,2
1873,Gunjur,1080.0,2.0,41.0,2
1874,Gunjur,1175.0,2.0,43.48,2
1875,Gunjur,1362.0,3.0,62.63,3
1876,Gunjur,1071.0,2.0,51.0,2
1877,Gunjur,1063.0,2.0,40.0,2
1878,Gunjur,1235.0,2.0,52.76,2
1879,Gunjur,1362.0,3.0,62.63,3
1880,Gunjur,1362.0,3.0,62.63,3
1881,Gunjur,1588.0,2.0,90.0,3
1882,Gunjur,1235.0,2.0,44.5,2
1883,Gunjur,1457.0,2.0,60.0,2
1884,HAL 2nd Stage,1490.0,2.0,300.0,3
1885,HAL 2nd Stage,2100.0,3.0,252.0,3
1886,HAL 2nd Stage,2700.0,3.0,500.0,3
1887,HAL 2nd Stage,2040.0,4.0,500.0,5
1888,HBR Layout,1200.0,2.0,60.0,2
1889,HBR Layout,1004.0,2.0,49.0,2
1890,HBR Layout,1089.0,2.0,60.0,2
1891,HBR Layout,1198.0,2.0,65.0,2
1892,HBR Layout,1200.0,2.0,120.0,2
1893,HBR Layout,1832.0,3.0,160.0,3
1894,HRBR Layout,1374.0,2.0,95.0,2
1895,HRBR Layout,1440.0,2.0,98.0,2
1896,HRBR Layout,2800.0,3.0,250.0,3
1897,HRBR Layout,1210.0,2.0,75.0,2
1898,HRBR Layout,1265.0,2.0,78.0,2
1899,HRBR Layout,1170.0,2.0,75.0,2
1900,HRBR Layout,1900.0,3.0,90.0,4
1901,HRBR Layout,1625.0,3.0,120.0,3
1902,HRBR Layout,1301.0,2.0,120.0,2
1903,HRBR Layout,1145.0,2.0,68.5,2
1904,HRBR Layout,1300.0,2.0,90.0,2
1905,HSR Layout,1372.0,2.0,68.0,2
1906,HSR Layout,1475.0,3.0,75.0,3
1907,HSR Layout,1467.0,2.0,55.0,2
1908,HSR Layout,1140.0,2.0,46.0,2
1909,HSR Layout,1372.0,2.0,61.0,2
1910,HSR Layout,1750.0,3.0,95.0,3
1911,HSR Layout,1027.0,2.0,44.0,2
1912,HSR Layout,1650.0,3.0,110.0,3
1913,HSR Layout,1140.0,2.0,46.0,2
1914,HSR Layout,1372.0,2.0,61.0,2
1915,HSR Layout,1140.0,2.0,46.0,2
1916,HSR Layout,1185.0,2.0,60.0,2
1917,HSR Layout,1127.0,2.0,68.0,2
1918,HSR Layout,1600.0,2.0,115.0,3
1919,HSR Layout,1145.0,2.0,48.0,2
1920,HSR Layout,1009.0,2.0,56.0,2
1921,HSR Layout,1300.0,2.0,98.0,2
1922,HSR Layout,1140.0,2.0,46.0,2
1923,HSR Layout,1126.0,2.0,69.0,2
1924,HSR Layout,1140.0,2.0,46.0,2
1925,HSR Layout,1145.0,2.0,46.0,2
1926,HSR Layout,1142.0,2.0,65.0,2
1927,HSR Layout,1145.0,2.0,46.0,2
1928,HSR Layout,1844.0,3.0,95.0,3
1929,HSR Layout,1203.0,2.0,72.0,2
1930,HSR Layout,1140.0,2.0,46.0,2
1931,HSR Layout,4200.0,5.0,245.0,5
1932,HSR Layout,1140.0,2.0,46.0,2
1933,HSR Layout,1145.0,2.0,46.0,2
1934,HSR Layout,1009.0,2.0,56.0,2
1935,HSR Layout,1145.0,2.0,46.0,2
1936,HSR Layout,1100.0,2.0,44.0,2
1937,HSR Layout,1203.0,2.0,60.0,2
1938,HSR Layout,1120.0,2.0,70.0,2
1939,HSR Layout,1140.0,2.0,46.0,2
1940,HSR Layout,1289.0,2.0,70.0,2
1941,HSR Layout,1844.0,3.0,89.0,3
1942,HSR Layout,1203.0,2.0,60.0,2
1943,HSR Layout,1140.0,2.0,46.0,2
1944,Haralur Road,1240.0,2.0,70.0,2
1945,Haralur Road,1027.0,2.0,44.0,2
1946,Haralur Road,1194.0,2.0,47.0,2
1947,Haralur Road,1202.0,2.0,53.0,2
1948,Haralur Road,1056.0,2.0,61.0,2
1949,Haralur Road,1810.0,3.0,100.0,3
1950,Haralur Road,1194.0,2.0,46.0,2
1951,Haralur Road,1225.0,2.0,67.38,2
1952,Haralur Road,1243.0,2.0,46.0,2
1953,Haralur Road,1027.0,2.0,44.0,2
1954,Haralur Road,1920.0,3.0,115.0,3
1955,Haralur Road,1875.0,3.0,110.0,3
1956,Haralur Road,1194.0,2.0,47.0,2
1957,Haralur Road,1140.0,2.0,43.0,2
1958,Haralur Road,1027.0,2.0,44.0,2
1959,Haralur Road,1194.0,2.0,46.0,2
1960,Haralur Road,2017.0,3.0,125.0,3
1961,Haralur Road,1140.0,2.0,43.0,2
1962,Haralur Road,1875.0,3.0,110.0,3
1963,Haralur Road,1092.0,2.0,44.0,2
1964,Haralur Road,2475.0,4.0,130.0,3
1965,Haralur Road,1300.0,2.0,73.0,2
1966,Haralur Road,1194.0,2.0,47.0,2
1967,Haralur Road,1243.0,2.0,46.0,2
1968,Haralur Road,1850.0,3.0,110.0,3
1969,Haralur Road,1225.0,2.0,67.38,2
1970,Haralur Road,1243.0,2.0,46.0,2
1971,Haralur Road,1464.0,2.0,56.0,2
1972,Haralur Road,1230.0,2.0,78.0,2
1973,Haralur Road,1000.0,2.0,44.0,2
1974,Haralur Road,1300.0,2.0,79.0,2
1975,Haralur Road,1444.0,2.0,80.0,3
1976,Haralur Road,1088.0,2.0,68.0,2
1977,Haralur Road,1027.0,2.0,44.0,2
1978,Haralur Road,1225.0,2.0,70.0,2
1979,Haralur Road,1194.0,2.0,46.0,2
1980,Haralur Road,1830.0,3.0,101.0,3
1981,Haralur Road,1810.0,3.0,126.0,3
1982,Haralur Road,1464.0,2.0,56.0,2
1983,Haralur Road,1520.0,2.0,96.0,3
1984,Haralur Road,1300.0,2.0,75.0,2
1985,Haralur Road,2017.0,2.0,125.0,3
1986,Haralur Road,1243.0,2.0,46.0,2
1987,Haralur Road,1027.0,2.0,44.0,2
1988,Haralur Road,1243.0,2.0,46.0,2
1989,Haralur Road,1027.0,2.0,44.0,2
1990,Haralur Road,2017.0,3.0,105.0,3
1991,Haralur Road,1243.0,2.0,46.0,2
1992,Haralur Road,1243.0,2.0,46.0,2
1993,Haralur Road,1520.0,2.0,90.0,3
1994,Haralur Road,1300.0,2.0,60.0,2
1995,Haralur Road,1985.0,3.0,130.0,3
1996,Haralur Road,1056.0,2.0,60.0,2
1997,Haralur Road,1140.0,2.0,42.0,2
1998,Haralur Road,1245.0,2.0,62.0,2
1999,Haralur Road,1140.0,2.0,58.0,2
2000,Haralur Road,1140.0,2.0,42.0,2
2001,Haralur Road,1027.0,2.0,43.0,2
2002,Haralur Road,1194.0,2.0,47.0,2
2003,Haralur Road,1194.0,2.0,47.0,2
2004,Haralur Road,1560.0,3.0,90.0,3
2005,Haralur Road,1520.0,2.0,85.0,3
2006,Haralur Road,1243.0,2.0,45.0,2
2007,Haralur Road,1027.0,2.0,44.0,2
2008,Haralur Road,1194.0,2.0,46.0,2
2009,Haralur Road,1650.0,3.0,100.0,3
2010,Haralur Road,1580.0,3.0,73.0,3
2011,Haralur Road,1243.0,2.0,46.0,2
2012,Haralur Road,1194.0,2.0,47.0,2
2013,Haralur Road,1520.0,2.0,96.0,3
2014,Haralur Road,1510.0,3.0,83.05,3
2015,Haralur Road,1056.0,2.0,65.0,2
2016,Haralur Road,1810.0,3.0,100.0,3
2017,Haralur Road,1243.0,2.0,46.0,2
2018,Haralur Road,575.0,1.0,38.0,1
2019,Haralur Road,1194.0,2.0,46.0,2
2020,Haralur Road,1243.0,2.0,46.0,2
2021,Haralur Road,1194.0,2.0,46.0,2
2022,Haralur Road,1140.0,2.0,43.0,2
2023,Haralur Road,1850.0,3.0,120.0,3
2024,Haralur Road,1194.0,2.0,47.0,2
2025,Haralur Road,1194.0,2.0,47.0,2
2026,Haralur Road,1243.0,2.0,46.0,2
2027,Haralur Road,1710.0,3.0,85.0,3
2028,Haralur Road,1730.0,3.0,95.0,3
2029,Haralur Road,1243.0,2.0,46.0,2
2030,Haralur Road,1243.0,2.0,46.0,2
2031,Haralur Road,1243.0,2.0,46.0,2
2032,Haralur Road,1817.0,3.0,110.0,3
2033,Haralur Road,1225.0,2.0,77.0,2
2034,Haralur Road,1285.0,2.0,78.0,2
2035,Haralur Road,1225.0,2.0,67.48,2
2036,Haralur Road,1225.0,2.0,69.84,2
2037,Haralur Road,1200.0,2.0,46.0,2
2038,Haralur Road,1315.0,2.0,85.0,2
2039,Haralur Road,1976.0,3.0,92.0,3
2040,Haralur Road,1300.0,2.0,75.0,2
2041,Haralur Road,1309.0,2.0,82.0,2
2042,Haralur Road,1027.0,1.0,44.0,2
2043,Haralur Road,1243.0,2.0,46.0,2
2044,Haralur Road,1243.0,2.0,46.0,2
2045,Haralur Road,1140.0,2.0,43.0,2
2046,Haralur Road,1300.0,2.0,75.0,2
2047,Haralur Road,1243.0,2.0,46.0,2
2048,Haralur Road,1230.0,2.0,67.65,2
2049,Haralur Road,1194.0,2.0,46.0,2
2050,Haralur Road,1092.0,2.0,44.0,2
2051,Haralur Road,1735.0,3.0,97.0,3
2052,Haralur Road,1810.0,3.0,97.83,3
2053,Haralur Road,1200.0,2.0,46.0,2
2054,Haralur Road,1243.0,2.0,46.0,2
2055,Haralur Road,1810.0,3.0,112.0,3
2056,Harlur,1752.12,3.0,135.0,3
2057,Harlur,1174.0,2.0,69.0,2
2058,Harlur,1197.0,2.0,84.0,2
2059,Harlur,1757.0,3.0,132.0,3
2060,Harlur,1174.0,2.0,76.0,2
2061,Harlur,1754.0,3.0,125.0,3
2062,Harlur,1290.0,2.0,85.0,2
2063,Harlur,1752.12,3.0,116.0,3
2064,Harlur,1754.0,3.0,135.0,3
2065,Harlur,1754.0,3.0,124.0,3
2066,Harlur,1152.0,2.0,69.0,2
2067,Harlur,1290.0,2.0,87.0,2
